S_INFO_WINDCODE,ETF_CLASS_NAME,FUND_NAME,FUND_FULLNAME,FUND_MANAGER,S_INFO_INDEXWINDCODE,ENTRY_DT,REMOVE_DT
560280.SH,股票型ETF,工程机械ETF,广发中证工程机械主题交易型开放式指数证券投资基金,广发基金,931752.CSI,20231018,
159541.SZ,规模指数ETF,创业板综ETF万家,万家创业板综合交易型开放式指数证券投资基金,万家基金,399102.SZ,20231018,
159541.SZ,股票型ETF,创业板综ETF万家,万家创业板综合交易型开放式指数证券投资基金,万家基金,399102.SZ,20231018,
159546.SZ,股票型ETF,集成电路ETF,国泰中证全指集成电路交易型开放式指数证券投资基金,国泰基金,932087.CSI,20231011,
159546.SZ,行业指数ETF,集成电路ETF,国泰中证全指集成电路交易型开放式指数证券投资基金,国泰基金,932087.CSI,20231011,
562590.SH,主题指数ETF,半导体材料ETF,华夏中证半导体材料设备主题交易型开放式指数证券投资基金,华夏基金,931743.CSI,20231009,
562590.SH,股票型ETF,半导体材料ETF,华夏中证半导体材料设备主题交易型开放式指数证券投资基金,华夏基金,931743.CSI,20231009,
563200.SH,规模指数ETF,中证2000ETF富国,富国中证2000交易型开放式指数证券投资基金,富国基金,932000.CSI,20230928,
563200.SH,股票型ETF,中证2000ETF富国,富国中证2000交易型开放式指数证券投资基金,富国基金,932000.CSI,20230928,
560020.SH,策略指数ETF,红利ETF汇添富,汇添富中证红利交易型开放式指数证券投资基金,汇添富基金,000922.CSI,20230926,
560020.SH,股票型ETF,红利ETF汇添富,汇添富中证红利交易型开放式指数证券投资基金,汇添富基金,000922.CSI,20230926,
562030.SH,股票型ETF,信创ETF基金,华宝中证信息技术应用创新产业交易型开放式指数证券投资基金,华宝基金,931247.CSI,20230926,
562030.SH,主题指数ETF,信创ETF基金,华宝中证信息技术应用创新产业交易型开放式指数证券投资基金,华宝基金,931247.CSI,20230926,
513190.SH,跨境ETF,港股通金融ETF,华夏中证港股通内地金融交易型开放式指数证券投资基金,华夏基金,h11146.CSI,20230925,
513190.SH,跨境主题指数ETF,港股通金融ETF,华夏中证港股通内地金融交易型开放式指数证券投资基金,华夏基金,h11146.CSI,20230925,
159540.SZ,主题指数ETF,信创ETF易方达,易方达国证信息技术创新主题交易型开放式指数证券投资基金,易方达基金,CN5075.CNI,20230920,
159540.SZ,股票型ETF,信创ETF易方达,易方达国证信息技术创新主题交易型开放式指数证券投资基金,易方达基金,CN5075.CNI,20230920,
159539.SZ,主题指数ETF,信创ETF广发,广发国证信息技术创新主题交易型开放式指数证券投资基金,广发基金,CN5075.CNI,20230920,
159539.SZ,股票型ETF,信创ETF广发,广发国证信息技术创新主题交易型开放式指数证券投资基金,广发基金,CN5075.CNI,20230920,
159537.SZ,主题指数ETF,信创ETF,国泰国证信息技术创新主题交易型开放式指数证券投资基金,国泰基金,CN5075.CNI,20230920,
159537.SZ,股票型ETF,信创ETF,国泰国证信息技术创新主题交易型开放式指数证券投资基金,国泰基金,CN5075.CNI,20230920,
159538.SZ,主题指数ETF,信创ETF富国,富国国证信息技术创新主题交易型开放式指数证券投资基金,富国基金,CN5075.CNI,20230914,
159538.SZ,股票型ETF,信创ETF富国,富国国证信息技术创新主题交易型开放式指数证券投资基金,富国基金,CN5075.CNI,20230914,
159535.SZ,规模指数ETF,中证2000ETF嘉实,嘉实中证2000交易型开放式指数证券投资基金,嘉实基金,932000.CSI,20230914,
159535.SZ,股票型ETF,中证2000ETF嘉实,嘉实中证2000交易型开放式指数证券投资基金,嘉实基金,932000.CSI,20230914,
561370.SH,股票型ETF,2000ETF,国泰中证2000交易型开放式指数证券投资基金,国泰基金,932000.CSI,20230913,
561370.SH,规模指数ETF,2000ETF,国泰中证2000交易型开放式指数证券投资基金,国泰基金,932000.CSI,20230913,
159536.SZ,股票型ETF,中证2000指数ETF,汇添富中证2000交易型开放式指数证券投资基金,汇添富基金,932000.CSI,20230913,
159536.SZ,规模指数ETF,中证2000指数ETF,汇添富中证2000交易型开放式指数证券投资基金,汇添富基金,932000.CSI,20230913,
159532.SZ,股票型ETF,中证2000ETF易方达,易方达中证2000交易型开放式指数证券投资基金,易方达基金,932000.CSI,20230913,
159532.SZ,规模指数ETF,中证2000ETF易方达,易方达中证2000交易型开放式指数证券投资基金,易方达基金,932000.CSI,20230913,
560220.SH,规模指数ETF,中证2000ETF广发,广发中证2000交易型开放式指数证券投资基金,广发基金,932000.CSI,20230908,
560220.SH,股票型ETF,中证2000ETF广发,广发中证2000交易型开放式指数证券投资基金,广发基金,932000.CSI,20230908,
159531.SZ,规模指数ETF,中证2000ETF,南方中证2000交易型开放式指数证券投资基金,南方基金,932000.CSI,20230907,
159531.SZ,股票型ETF,中证2000ETF,南方中证2000交易型开放式指数证券投资基金,南方基金,932000.CSI,20230907,
560260.SH,主题指数ETF,医疗ETF龙头,广发中证医疗交易型开放式指数证券投资基金,广发基金,399989.SZ,20230906,
560260.SH,股票型ETF,医疗ETF龙头,广发中证医疗交易型开放式指数证券投资基金,广发基金,399989.SZ,20230906,
588120.SH,规模指数ETF,科创板100ETF,国泰上证科创板100交易型开放式指数证券投资基金,国泰基金,000698.SH,20230906,
588120.SH,股票型ETF,科创板100ETF,国泰上证科创板100交易型开放式指数证券投资基金,国泰基金,000698.SH,20230906,
588220.SH,规模指数ETF,科创100ETF基金,鹏华上证科创板100交易型开放式指数证券投资基金,鹏华基金,000698.SH,20230906,
588220.SH,股票型ETF,科创100ETF基金,鹏华上证科创板100交易型开放式指数证券投资基金,鹏华基金,000698.SH,20230906,
563300.SH,规模指数ETF,中证2000ETF,华泰柏瑞中证2000交易型开放式指数证券投资基金,华泰柏瑞基金,932000.CSI,20230906,
563300.SH,股票型ETF,中证2000ETF,华泰柏瑞中证2000交易型开放式指数证券投资基金,华泰柏瑞基金,932000.CSI,20230906,
562660.SH,规模指数ETF,中证2000ETF华夏,华夏中证2000交易型开放式指数证券投资基金,华夏基金,932000.CSI,20230906,
562660.SH,股票型ETF,中证2000ETF华夏,华夏中证2000交易型开放式指数证券投资基金,华夏基金,932000.CSI,20230906,
588190.SH,股票型ETF,科创100ETF,银华上证科创板100交易型开放式指数证券投资基金,银华基金,000698.SH,20230906,
588190.SH,规模指数ETF,科创100ETF,银华上证科创板100交易型开放式指数证券投资基金,银华基金,000698.SH,20230906,
561060.SH,策略指数ETF,国企红利ETF,华安中证国有企业红利交易型开放式指数证券投资基金,华安基金,000824.CSI,20230906,
561060.SH,股票型ETF,国企红利ETF,华安中证国有企业红利交易型开放式指数证券投资基金,华安基金,000824.CSI,20230906,
588030.SH,股票型ETF,科创100指数ETF,博时上证科创板100交易型开放式指数证券投资基金,博时基金,000698.SH,20230906,
588030.SH,规模指数ETF,科创100指数ETF,博时上证科创板100交易型开放式指数证券投资基金,博时基金,000698.SH,20230906,
159523.SZ,策略指数ETF,沪深300成长ETF,华夏中证智选300成长创新策略交易型开放式指数证券投资基金,华夏基金,931589.CSI,20230905,
159523.SZ,股票型ETF,沪深300成长ETF,华夏中证智选300成长创新策略交易型开放式指数证券投资基金,华夏基金,931589.CSI,20230905,
560590.SH,股票型ETF,1000ETF增强,鹏华中证1000增强策略交易型开放式指数证券投资基金,鹏华基金,000852.SH,20230901,
560590.SH,规模指数ETF,1000ETF增强,鹏华中证1000增强策略交易型开放式指数证券投资基金,鹏华基金,000852.SH,20230901,
561280.SH,规模指数ETF,中证1000ETF增强,工银瑞信中证1000增强策略交易型开放式指数证券投资基金,工银瑞信基金,000852.SH,20230831,
561280.SH,股票型ETF,中证1000ETF增强,工银瑞信中证1000增强策略交易型开放式指数证券投资基金,工银瑞信基金,000852.SH,20230831,
159521.SZ,股票型ETF,国证2000ETF指数基金,平安国证2000交易型开放式指数证券投资基金,平安基金,399303.SZ,20230825,
159521.SZ,规模指数ETF,国证2000ETF指数基金,平安国证2000交易型开放式指数证券投资基金,平安基金,399303.SZ,20230825,
159515.SZ,策略指数ETF,国企红利ETF,鹏扬中证国有企业红利交易型开放式指数证券投资基金,鹏扬基金,000824.CSI,20230825,
159515.SZ,股票型ETF,国企红利ETF,鹏扬中证国有企业红利交易型开放式指数证券投资基金,鹏扬基金,000824.CSI,20230825,
588110.SH,股票型ETF,科创成长ETF,广发上证科创板成长交易型开放式指数证券投资基金,广发基金,000690.SH,20230823,
588110.SH,策略指数ETF,科创成长ETF,广发上证科创板成长交易型开放式指数证券投资基金,广发基金,000690.SH,20230823,
588020.SH,股票型ETF,科创成长50ETF,易方达上证科创板成长交易型开放式指数证券投资基金,易方达基金,000690.SH,20230823,
588020.SH,策略指数ETF,科创成长50ETF,易方达上证科创板成长交易型开放式指数证券投资基金,易方达基金,000690.SH,20230823,
159519.SZ,跨境主题指数ETF,港股国企ETF,国泰中证香港内地国有企业交易型开放式指数证券投资基金(QDII),国泰基金,h11153.CSI,20230823,
159519.SZ,跨境ETF,港股国企ETF,国泰中证香港内地国有企业交易型开放式指数证券投资基金(QDII),国泰基金,h11153.CSI,20230823,
159517.SZ,规模指数ETF,800增强ETF,银华中证800增强策略交易型开放式指数证券投资基金,银华基金,000906.SH,20230823,
159517.SZ,股票型ETF,800增强ETF,银华中证800增强策略交易型开放式指数证券投资基金,银华基金,000906.SH,20230823,
513810.SH,跨境主题指数ETF,港股国企ETF,华夏中证香港内地国有企业交易型开放式指数证券投资基金(QDII),华夏基金,h11153.CSI,20230821,
513810.SH,跨境ETF,港股国企ETF,华夏中证香港内地国有企业交易型开放式指数证券投资基金(QDII),华夏基金,h11153.CSI,20230821,
561980.SH,主题指数ETF,半导体设备ETF,招商中证半导体产业交易型开放式指数证券投资基金,招商基金,931865.CSI,20230821,
561980.SH,股票型ETF,半导体设备ETF,招商中证半导体产业交易型开放式指数证券投资基金,招商基金,931865.CSI,20230821,
159696.SZ,跨境ETF,纳指ETF易方达,易方达纳斯达克100交易型开放式指数证券投资基金(QDII),易方达基金,NDX.GI,20230817,
159696.SZ,跨境规模指数ETF,纳指ETF易方达,易方达纳斯达克100交易型开放式指数证券投资基金(QDII),易方达基金,NDX.GI,20230817,
512980.SH,主题指数ETF,传媒ETF,广发中证传媒交易型开放式指数证券投资基金,广发基金,399971.SZ,20171227,
512980.SH,股票型ETF,传媒ETF,广发中证传媒交易型开放式指数证券投资基金,广发基金,399971.SZ,20171227,
159699.SZ,跨境行业指数ETF,恒生消费ETF,广发恒生消费交易型开放式指数证券投资基金(QDII),广发基金,HSCGSI.HI,20230810,
159699.SZ,跨境ETF,恒生消费ETF,广发恒生消费交易型开放式指数证券投资基金(QDII),广发基金,HSCGSI.HI,20230810,
159510.SZ,股票型ETF,沪深300价值ETF,华夏中证智选300价值稳健策略交易型开放式指数证券投资基金,华夏基金,931586.CSI,20230731,
159510.SZ,策略指数ETF,沪深300价值ETF,华夏中证智选300价值稳健策略交易型开放式指数证券投资基金,华夏基金,931586.CSI,20230731,
561790.SH,股票型ETF,央企现代能源ETF,博时中证国新央企现代能源交易型开放式指数证券投资基金,博时基金,932037.CSI,20230727,
561790.SH,主题指数ETF,央企现代能源ETF,博时中证国新央企现代能源交易型开放式指数证券投资基金,博时基金,932037.CSI,20230727,
561260.SH,主题指数ETF,能源ETF,工银瑞信中证国新央企现代能源交易型开放式指数证券投资基金,工银瑞信基金,932037.CSI,20230727,
561260.SH,股票型ETF,能源ETF,工银瑞信中证国新央企现代能源交易型开放式指数证券投资基金,工银瑞信基金,932037.CSI,20230727,
562850.SH,主题指数ETF,央企能源ETF,嘉实中证国新央企现代能源交易型开放式指数证券投资基金,嘉实基金,932037.CSI,20230727,
562850.SH,股票型ETF,央企能源ETF,嘉实中证国新央企现代能源交易型开放式指数证券投资基金,嘉实基金,932037.CSI,20230727,
159698.SZ,股票型ETF,粮食ETF,鹏华国证粮食产业交易型开放式指数证券投资基金,鹏华基金,399365.SZ,20230726,
159698.SZ,主题指数ETF,粮食ETF,鹏华国证粮食产业交易型开放式指数证券投资基金,鹏华基金,399365.SZ,20230726,
560950.SH,规模指数ETF,500ETF增强,汇添富中证500增强策略交易型开放式指数证券投资基金,汇添富基金,000905.SH,20230719,
560950.SH,股票型ETF,500ETF增强,汇添富中证500增强策略交易型开放式指数证券投资基金,汇添富基金,000905.SH,20230719,
159509.SZ,跨境主题指数ETF,纳指科技ETF,景顺长城纳斯达克科技市值加权交易型开放式指数证券投资基金(QDII),景顺长城基金,NDXTMC.GI,20230719,
159509.SZ,跨境ETF,纳指科技ETF,景顺长城纳斯达克科技市值加权交易型开放式指数证券投资基金(QDII),景顺长城基金,NDXTMC.GI,20230719,
159516.SZ,主题指数ETF,半导体设备ETF,国泰中证半导体材料设备主题交易型开放式指数证券投资基金,国泰基金,931743.CSI,20230719,
159516.SZ,股票型ETF,半导体设备ETF,国泰中证半导体材料设备主题交易型开放式指数证券投资基金,国泰基金,931743.CSI,20230719,
159512.SZ,股票型ETF,汽车ETF,广发中证全指汽车交易型开放式指数证券投资基金,广发基金,931008.CSI,20230713,
159512.SZ,主题指数ETF,汽车ETF,广发中证全指汽车交易型开放式指数证券投资基金,广发基金,931008.CSI,20230713,
159513.SZ,跨境ETF,纳斯达克100指数ETF,大成纳斯达克100交易型开放式指数证券投资基金(QDII),大成基金,NDX.GI,20230712,
159513.SZ,跨境规模指数ETF,纳斯达克100指数ETF,大成纳斯达克100交易型开放式指数证券投资基金(QDII),大成基金,NDX.GI,20230712,
159686.SZ,股票型ETF,A100ETF易方达,易方达中证A100交易型开放式指数证券投资基金,易方达基金,000903.SH,20230711,
159686.SZ,规模指数ETF,A100ETF易方达,易方达中证A100交易型开放式指数证券投资基金,易方达基金,000903.SH,20230711,
563010.SH,股票型ETF,电信ETF,易方达中证电信主题交易型开放式指数证券投资基金,易方达基金,931235.CSI,20230705,
563010.SH,主题指数ETF,电信ETF,易方达中证电信主题交易型开放式指数证券投资基金,易方达基金,931235.CSI,20230705,
513590.SH,跨境主题指数ETF,香港消费ETF,鹏华中证港股通消费主题交易型开放式指数证券投资基金,鹏华基金,931454.CSI,20210803,
513590.SH,跨境ETF,香港消费ETF,鹏华中证港股通消费主题交易型开放式指数证券投资基金,鹏华基金,931454.CSI,20210803,
159508.SZ,主题指数ETF,生物医药ETF基金,华安国证生物医药交易型开放式指数证券投资基金,华安基金,399441.SZ,20230629,
159508.SZ,股票型ETF,生物医药ETF基金,华安国证生物医药交易型开放式指数证券投资基金,华安基金,399441.SZ,20230629,
562380.SH,股票型ETF,央企科技引领ETF,银华中证国新央企科技引领交易型开放式指数证券投资基金,银华基金,932038.CSI,20230626,
562380.SH,主题指数ETF,央企科技引领ETF,银华中证国新央企科技引领交易型开放式指数证券投资基金,银华基金,932038.CSI,20230626,
159673.SZ,股票型ETF,沪深300ETF鹏华,鹏华沪深300交易型开放式指数证券投资基金,鹏华基金,000300.SH,20230621,
159673.SZ,规模指数ETF,沪深300ETF鹏华,鹏华沪深300交易型开放式指数证券投资基金,鹏华基金,000300.SH,20230621,
159690.SZ,主题指数ETF,矿业ETF,招商中证有色金属矿业主题交易型开放式指数证券投资基金,招商基金,931892.CSI,20230621,
159690.SZ,股票型ETF,矿业ETF,招商中证有色金属矿业主题交易型开放式指数证券投资基金,招商基金,931892.CSI,20230621,
560170.SH,主题指数ETF,央企科技ETF,南方中证国新央企科技引领交易型开放式指数证券投资基金,南方基金,932038.CSI,20230621,
560170.SH,股票型ETF,央企科技ETF,南方中证国新央企科技引领交易型开放式指数证券投资基金,南方基金,932038.CSI,20230621,
563050.SH,主题指数ETF,央企科技50ETF,易方达中证国新央企科技引领交易型开放式指数证券投资基金,易方达基金,932038.CSI,20230621,
563050.SH,股票型ETF,央企科技50ETF,易方达中证国新央企科技引领交易型开放式指数证券投资基金,易方达基金,932038.CSI,20230621,
560030.SH,风格指数ETF,800价值ETF,汇添富中证800价值交易型开放式指数证券投资基金,汇添富基金,h30356.CSI,20230620,
560030.SH,股票型ETF,800价值ETF,汇添富中证800价值交易型开放式指数证券投资基金,汇添富基金,h30356.CSI,20230620,
159506.SZ,跨境行业指数ETF,港股通医疗ETF富国,富国恒生港股通创新药及医疗保健交易型开放式指数证券投资基金,富国基金,HSSCHI.HI,20230614,
159506.SZ,跨境ETF,港股通医疗ETF富国,富国恒生港股通创新药及医疗保健交易型开放式指数证券投资基金,富国基金,HSSCHI.HI,20230614,
513980.SH,跨境主题指数ETF,港股科技50ETF,景顺长城中证港股通科技交易型开放式指数证券投资基金,景顺长城基金,931573CNY00.CSI,20210621,20230612
513980.SH,跨境ETF,港股科技50ETF,景顺长城中证港股通科技交易型开放式指数证券投资基金,景顺长城基金,931573CNY00.CSI,20210621,20230612
513980.SH,跨境ETF,港股科技50ETF,景顺长城中证港股通科技交易型开放式指数证券投资基金,景顺长城基金,931573.CSI,20230613,
513980.SH,跨境主题指数ETF,港股科技50ETF,景顺长城中证港股通科技交易型开放式指数证券投资基金,景顺长城基金,931573.CSI,20230613,
159907.SZ,规模指数ETF,2000ETF,广发国证2000交易型开放式指数证券投资基金,广发基金,399303.SZ,20230612,
159907.SZ,规模指数ETF,2000ETF,广发国证2000交易型开放式指数证券投资基金,广发基金,399008.SZ,20110603,20230611
159907.SZ,股票型ETF,2000ETF,广发国证2000交易型开放式指数证券投资基金,广发基金,399008.SZ,20110603,20230611
159907.SZ,股票型ETF,2000ETF,广发国证2000交易型开放式指数证券投资基金,广发基金,399303.SZ,20230612,
159507.SZ,股票型ETF,通信ETF广发,广发国证通信交易型开放式指数证券投资基金,广发基金,399389.SZ,20230608,
159507.SZ,主题指数ETF,通信ETF广发,广发国证通信交易型开放式指数证券投资基金,广发基金,399389.SZ,20230608,
561580.SH,策略指数ETF,央企红利ETF,华泰柏瑞中证中央企业红利交易型开放式指数证券投资基金,华泰柏瑞基金,000825.CSI,20230518,
561580.SH,股票型ETF,央企红利ETF,华泰柏瑞中证中央企业红利交易型开放式指数证券投资基金,华泰柏瑞基金,000825.CSI,20230518,
513040.SH,跨境ETF,港股通互联网ETF,易方达中证港股通互联网交易型开放式指数证券投资基金,易方达基金,931637.CSI,20230531,
513040.SH,跨境主题指数ETF,港股通互联网ETF,易方达中证港股通互联网交易型开放式指数证券投资基金,易方达基金,931637.CSI,20230531,
562920.SH,股票型ETF,信息安全ETF,易方达中证信息安全主题交易型开放式指数证券投资基金,易方达基金,399994.SZ,20230531,
562920.SH,主题指数ETF,信息安全ETF,易方达中证信息安全主题交易型开放式指数证券投资基金,易方达基金,399994.SZ,20230531,
159501.SZ,跨境规模指数ETF,纳指ETF嘉实,嘉实纳斯达克100交易型开放式指数证券投资基金(QDII),嘉实基金,NDX.GI,20230531,
159501.SZ,跨境ETF,纳指ETF嘉实,嘉实纳斯达克100交易型开放式指数证券投资基金(QDII),嘉实基金,NDX.GI,20230531,
561960.SH,策略指数ETF,央企回报ETF,招商中证国新央企股东回报交易型开放式指数证券投资基金,招商基金,932039.CSI,20230524,
561960.SH,股票型ETF,央企回报ETF,招商中证国新央企股东回报交易型开放式指数证券投资基金,招商基金,932039.CSI,20230524,
560070.SH,股票型ETF,央企红利ETF基金,汇添富中证国新央企股东回报交易型开放式指数证券投资基金,汇添富基金,932039.CSI,20230524,
560070.SH,策略指数ETF,央企红利ETF基金,汇添富中证国新央企股东回报交易型开放式指数证券投资基金,汇添富基金,932039.CSI,20230524,
560700.SH,策略指数ETF,央企红利50ETF,广发中证国新央企股东回报交易型开放式指数证券投资基金,广发基金,932039.CSI,20230524,
560700.SH,股票型ETF,央企红利50ETF,广发中证国新央企股东回报交易型开放式指数证券投资基金,广发基金,932039.CSI,20230524,
562930.SH,主题指数ETF,软件ETF易方达,易方达中证软件服务交易型开放式指数证券投资基金,易方达基金,930601.CSI,20230522,
562930.SH,股票型ETF,软件ETF易方达,易方达中证软件服务交易型开放式指数证券投资基金,易方达基金,930601.CSI,20230522,
560330.SH,风格指数ETF,沪深300价值ETF申万菱信,申万菱信沪深300价值交易型开放式指数证券投资基金,申万菱信基金,000919.CSI,20230511,
560330.SH,股票型ETF,沪深300价值ETF申万菱信,申万菱信沪深300价值交易型开放式指数证券投资基金,申万菱信基金,000919.CSI,20230511,
159692.SZ,主题指数ETF,证券ETF东财,西藏东财中证证券公司30交易型开放式指数证券投资基金,东财基金,931412.CSI,20230505,
159692.SZ,股票型ETF,证券ETF东财,西藏东财中证证券公司30交易型开放式指数证券投资基金,东财基金,931412.CSI,20230505,
560580.SH,行业指数ETF,电力ETF南方,南方中证全指电力公用事业交易型开放式指数证券投资基金,南方基金,h30199.CSI,20230427,
560580.SH,股票型ETF,电力ETF南方,南方中证全指电力公用事业交易型开放式指数证券投资基金,南方基金,h30199.CSI,20230427,
159695.SZ,股票型ETF,通信ETF,嘉实国证通信交易型开放式指数证券投资基金,嘉实基金,399389.SZ,20230427,
159695.SZ,主题指数ETF,通信ETF,嘉实国证通信交易型开放式指数证券投资基金,嘉实基金,399389.SZ,20230427,
159622.SZ,股票型ETF,创新药ETF沪港深,西藏东财中证沪港深创新药产业交易型开放式指数证券投资基金,东财基金,931409.CSI,20230421,
159622.SZ,主题指数ETF,创新药ETF沪港深,西藏东财中证沪港深创新药产业交易型开放式指数证券投资基金,东财基金,931409.CSI,20230421,
513950.SH,跨境ETF,恒生红利ETF,富国恒生港股通高股息低波动交易型开放式指数证券投资基金(QDII),富国基金,HSHYLV.HI,20230419,
513950.SH,跨境策略指数ETF,恒生红利ETF,富国恒生港股通高股息低波动交易型开放式指数证券投资基金(QDII),富国基金,HSHYLV.HI,20230419,
513390.SH,跨境ETF,纳指100ETF,博时纳斯达克100交易型开放式指数证券投资基金(QDII),博时基金,NDX.GI,20230419,
513390.SH,跨境规模指数ETF,纳指100ETF,博时纳斯达克100交易型开放式指数证券投资基金(QDII),博时基金,NDX.GI,20230419,
159697.SZ,股票型ETF,油气ETF,鹏华国证石油天然气交易型开放式指数证券投资基金,鹏华基金,399439.SZ,20230417,
159697.SZ,主题指数ETF,油气ETF,鹏华国证石油天然气交易型开放式指数证券投资基金,鹏华基金,399439.SZ,20230417,
159670.SZ,主题指数ETF,消费50ETF国联安,国联安中证消费50交易型开放式指数证券投资基金,国联安基金,931139.CSI,20230414,
159670.SZ,股票型ETF,消费50ETF国联安,国联安中证消费50交易型开放式指数证券投资基金,国联安基金,931139.CSI,20230414,
560180.SH,股票型ETF,沪深300ESGETF南方,南方沪深300ESG基准交易型开放式指数证券投资基金,南方基金,931463.CSI,20230413,
560180.SH,主题指数ETF,沪深300ESGETF南方,南方沪深300ESG基准交易型开放式指数证券投资基金,南方基金,931463.CSI,20230413,
513970.SH,跨境行业指数ETF,恒生消费ETF,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),景顺长城基金,HSCGSI.HI,20230412,
513970.SH,跨境ETF,恒生消费ETF,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),景顺长城基金,HSCGSI.HI,20230412,
159659.SZ,跨境规模指数ETF,纳斯达克100ETF,招商纳斯达克100交易型开放式指数证券投资基金(QDII),招商基金,NDX.GI,20230412,
159659.SZ,跨境ETF,纳斯达克100ETF,招商纳斯达克100交易型开放式指数证券投资基金(QDII),招商基金,NDX.GI,20230412,
562330.SH,风格指数ETF,中证500价值ETF,银华中证500价值交易型开放式指数证券投资基金,银华基金,h30352.CSI,20230407,
562330.SH,股票型ETF,中证500价值ETF,银华中证500价值交易型开放式指数证券投资基金,银华基金,h30352.CSI,20230407,
562960.SH,股票型ETF,绿色电力ETF易方达,易方达中证绿色电力交易型开放式指数证券投资基金,易方达基金,931897.CSI,20230403,
562960.SH,主题指数ETF,绿色电力ETF易方达,易方达中证绿色电力交易型开放式指数证券投资基金,易方达基金,931897.CSI,20230403,
159660.SZ,跨境规模指数ETF,纳指100ETF,汇添富纳斯达克100交易型开放式指数证券投资基金(QDII),汇添富基金,NDX.GI,20230330,
159660.SZ,跨境ETF,纳指100ETF,汇添富纳斯达克100交易型开放式指数证券投资基金(QDII),汇添富基金,NDX.GI,20230330,
159691.SZ,跨境ETF,港股红利ETF,工银瑞信中证港股通高股息精选交易型开放式指数证券投资基金,工银瑞信基金,930839.CSI,20230330,
159691.SZ,跨境策略指数ETF,港股红利ETF,工银瑞信中证港股通高股息精选交易型开放式指数证券投资基金,工银瑞信基金,930839.CSI,20230330,
561950.SH,股票型ETF,500指数增强ETF,招商中证500增强策略交易型开放式指数证券投资基金,招商基金,000905.SH,20230329,
561950.SH,规模指数ETF,500指数增强ETF,招商中证500增强策略交易型开放式指数证券投资基金,招商基金,000905.SH,20230329,
159676.SZ,规模指数ETF,创业板增强ETF富国,富国创业板增强策略交易型开放式指数证券投资基金,富国基金,399006.SZ,20230323,
159676.SZ,股票型ETF,创业板增强ETF富国,富国创业板增强策略交易型开放式指数证券投资基金,富国基金,399006.SZ,20230323,
159672.SZ,行业指数ETF,主要消费ETF,博时中证主要消费交易型开放式指数证券投资基金,博时基金,000932.SH,20230323,
159672.SZ,股票型ETF,主要消费ETF,博时中证主要消费交易型开放式指数证券投资基金,博时基金,000932.SH,20230323,
513650.SH,跨境ETF,标普500ETF南方,南方标普500交易型开放式指数证券投资基金(QDII),南方基金,SPX.GI,20230323,
513650.SH,跨境规模指数ETF,标普500ETF南方,南方标普500交易型开放式指数证券投资基金(QDII),南方基金,SPX.GI,20230323,
561920.SH,股票型ETF,疫苗龙头ETF,招商中证疫苗与生物技术交易型开放式指数证券投资基金,招商基金,931992.CSI,20230315,
561920.SH,主题指数ETF,疫苗龙头ETF,招商中证疫苗与生物技术交易型开放式指数证券投资基金,招商基金,931992.CSI,20230315,
159685.SZ,规模指数ETF,1000增强ETF天弘,天弘中证1000增强策略交易型开放式指数证券投资基金,天弘基金,000852.SH,20230315,
159685.SZ,股票型ETF,1000增强ETF天弘,天弘中证1000增强策略交易型开放式指数证券投资基金,天弘基金,000852.SH,20230315,
562550.SH,股票型ETF,绿电ETF,华夏中证绿色电力交易型开放式指数证券投资基金,华夏基金,931897.CSI,20230307,
562550.SH,主题指数ETF,绿电ETF,华夏中证绿色电力交易型开放式指数证券投资基金,华夏基金,931897.CSI,20230307,
159653.SZ,主题指数ETF,ESG300ETF,国联安国证ESG300交易型开放式指数证券投资基金,国联安基金,399378.SZ,20230306,
159653.SZ,股票型ETF,ESG300ETF,国联安国证ESG300交易型开放式指数证券投资基金,国联安基金,399378.SZ,20230306,
159689.SZ,行业指数ETF,消费ETF南方,南方中证主要消费交易型开放式指数证券投资基金,南方基金,000932.SH,20230303,
159689.SZ,股票型ETF,消费ETF南方,南方中证主要消费交易型开放式指数证券投资基金,南方基金,000932.SH,20230303,
510190.SH,规模指数ETF,上证50ETF华安,华安上证50交易型开放式指数证券投资基金,华安基金,000065.SH,20101118,20230222
510190.SH,股票型ETF,上证50ETF华安,华安上证50交易型开放式指数证券投资基金,华安基金,000065.SH,20101118,20230222
510190.SH,规模指数ETF,上证50ETF华安,华安上证50交易型开放式指数证券投资基金,华安基金,000016.SH,20230223,
510190.SH,股票型ETF,上证50ETF华安,华安上证50交易型开放式指数证券投资基金,华安基金,000016.SH,20230223,
561170.SH,主题指数ETF,绿色电力ETF,富国中证绿色电力交易型开放式指数证券投资基金,富国基金,931897.CSI,20230302,
561170.SH,股票型ETF,绿色电力ETF,富国中证绿色电力交易型开放式指数证券投资基金,富国基金,931897.CSI,20230302,
513110.SH,跨境ETF,纳斯达克100ETF,华泰柏瑞纳斯达克100交易型开放式指数证券投资基金(QDII),华泰柏瑞基金,NDX.GI,20230301,
513110.SH,跨境规模指数ETF,纳斯达克100ETF,华泰柏瑞纳斯达克100交易型开放式指数证券投资基金(QDII),华泰柏瑞基金,NDX.GI,20230301,
560090.SH,股票型ETF,证券ETF龙头,汇添富中证全指证券公司交易型开放式指数证券投资基金,汇添富基金,399975.SZ,20230227,
